ApplicantName,Callsign,FileNumber,Filing State,Red Light,AppType,Accepted For Filing PN,Class Of Earth Station,SiteID,AntennaID,Quantity,SiteStreet1,SiteStreet2,SiteCity,SiteCounty,Site State,Site Zip Code,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,latitude,longitude,marker-symbol,
FIDELITY CABLEVISION LLC,E191259,SESREG2018102204887,current,,REG,,FES,1,3,1,1401 SOUTH 60TH ST,,LAWTON,COMANCHE,OK,73501,34,35,32.66,98,19,6,34.5924055555556,-98.3183333333333,communications-tower-11,
FIDELITY CABLEVISION LLC,E191259,SESREG2018102204887,current,,REG,,FES,1,4,1,1401 SOUTH 60TH ST,,LAWTON,COMANCHE,OK,73501,34,35,32.66,98,19,6,34.5924055555556,-98.3183333333333,communications-tower-11,
FIDELITY CABLEVISION LLC,E191259,SESREG2018102204887,current,,REG,,FES,1,5,1,1401 SOUTH 60TH ST,,LAWTON,COMANCHE,OK,73501,34,35,32.66,98,19,6,34.5924055555556,-98.3183333333333,communications-tower-11,
FIDELITY CABLEVISION LLC,E191259,SESREG2018102204887,current,,REG,,FES,1,6,2,1401 SOUTH 60TH ST,,LAWTON,COMANCHE,OK,73501,34,35,32.66,98,19,6,34.5924055555556,-98.3183333333333,communications-tower-11,
FIDELITY CABLEVISION LLC,E191259,SESREG2018102204887,current,,REG,,FES,1,7,1,1401 SOUTH 60TH ST,,LAWTON,COMANCHE,OK,73501,34,35,32.66,98,19,6,34.5924055555556,-98.3183333333333,communications-tower-11,
FIDELITY CABLEVISION LLC,E191260,SESREG2018102204888,current,,REG,,FES,1,1,2,229 Bud St.,,Sullivan,Franklin,MO,63080,38,13,22.34,91,10,7.16,38.2228722222222,-91.1686555555556,communications-tower-11,
FIDELITY CABLEVISION LLC,E191260,SESREG2018102204888,current,,REG,,FES,1,2,1,229 Bud St.,,Sullivan,Franklin,MO,63080,38,13,22.34,91,10,7.16,38.2228722222222,-91.1686555555556,communications-tower-11,
FIDELITY CABLEVISION LLC,E191260,SESREG2018102204888,current,,REG,,FES,1,3,5,229 Bud St.,,Sullivan,Franklin,MO,63080,38,13,22.34,91,10,7.16,38.2228722222222,-91.1686555555556,communications-tower-11,
FIDELITY CABLEVISION LLC,E191260,SESREG2018102204888,current,,REG,,FES,1,4,1,229 Bud St.,,Sullivan,Franklin,MO,63080,38,13,22.34,91,10,7.16,38.2228722222222,-91.1686555555556,communications-tower-11,
FIDELITY CABLEVISION LLC,E191260,SESREG2018102204888,current,,REG,,FES,1,5,2,229 Bud St.,,Sullivan,Franklin,MO,63080,38,13,22.34,91,10,7.16,38.2228722222222,-91.1686555555556,communications-tower-11,
"Fifth Avenue Broadcasting Co., Inc.",E200651,SESREG2018101505959,current,,REG,,FES,WDGG Studio,ANT1      ,1,555 5th Ave.,,Huntington,Cabell,WV,25701,38,25,4.09,82,26,57.11,38.4178027777778,-82.4491972222222,communications-tower-11,
"Fiorini Broadcasting, LLC",E200319,SESREG2018101305617,current,,REG,,FES,WFLN Arcadia,Main Dish ,2,201 Asbury Street,,Arcadia,Desoto,FL,34266,27,13,47.87,81,51,21.39,27.2299638888889,-81.8559416666667,communications-tower-11,
"Fiorini Broadcasting, LLC",E200331,SESREG2018101305629,current,,REG,,FES,WENG Englewood,Main Dish ,3,1355 S River Rd,,Englewood,Sarasota,FL,34223,26,58,17.34,82,19,25.32,26.9714833333333,-82.3237,communications-tower-11,
FIRST BAPTIST CHURCH OF MELBOURNE INC,E180937,SESREG2018062101579,current,,REG,,FES,1,1,1,3301 Dairy Rd,,Melbourne,Brevard,FL,32901,28,3,35.4,80,38,12.6,28.0598333333333,-80.6368333333333,communications-tower-11,
First Baptist Church of Riverview,E191226,SESREG2018100104855,current,,REG,,FES,KOLU-Pasco,ANT1      ,1,4921 W. Wernett St.,,Pasco,Franklin,WA,99301,46,14,59.12,119,9,20.46,46.2497555555556,-119.155683333333,communications-tower-11,
First Class Radio Corporation,E201000,SESREG2018101606336,current,,REG,,FES,WMRC,WMRC      ,1,258 Main Street,,Milford,Worcester,MA,1757,42,8,17.55,71,31,17.44,42.1382083333333,-71.5215111111111,communications-tower-11,
"First Dallas Media, Inc.",E201653,SESREG2018101707045,current,,REG,,FES,SPP ROOF,ANT-1     ,1,750 N Saint Paul St Ste 1050,,Dallas,Dallas,TX,75201,32,47,10.1,96,47,59.1,32.7861388888889,-96.79975,communications-tower-11,
"First Family Broadcasting, Inc.",E201433,SESREG2018101706815,current,,REG,,FES,SITE1,ANT1      ,1,9070 Mendon Rd,,Van Wert,Van Wert,OH,45891,40,52,21.22,84,33,11.77,40.8725611111111,-84.5532694444444,communications-tower-11,
"First Media Services, LLC",E201841,SESREG2018103007248,current,,REG,,FES,WKQR Studio,ANT1      ,1,213 Moran Avenue,,Mullens,Wyoming,WV,25882,37,35,2,81,22,51,37.5838888888889,-81.3808333333333,communications-tower-11,
"First Media Services, LLC",E201845,SESREG2018103007252,current,,REG,,FES,WKQR Studio,ANT2      ,1,213 Moran Avenue,,Mullens,Wyoming,WV,25882,37,35,2,81,22,51,37.5838888888889,-81.3808333333333,communications-tower-11,
Firstlight Media US Holdings Inc.,E201138,SESREG2018101606495,current,,REG,,FES,Building E,SD 1-2    ,2,4875 Eastgate Mall,,San Diego,,CA,92121,32,52,44.29,117,12,7.42,32.8789694444444,-117.202061111111,communications-tower-11,
Firstlight Media US Holdings Inc.,E201138,SESREG2018101606495,current,,REG,,FES,Building E,SD 3      ,1,4875 Eastgate Mall,,San Diego,,CA,92121,32,52,44.29,117,12,7.42,32.8789694444444,-117.202061111111,communications-tower-11,
Five Forty Broadcasting Company LLC,E181283,SESREG2018070902055,current,,REG,,FES,1,4.5M.     ,1,1846 Skyland Drive,,Sylva,Jackson,NC,28779,35,23,37.8,83,11,39,35.3938333333333,-83.1941666666667,communications-tower-11,
"Flagler Broadcasting, LLC",E200330,SESREG2018101305628,current,,REG,,FES,WNZF Studio,ANT1      ,1,2405 E Moody Blvd Bldg 4,,Bunnell,Flagler,FL,32110,29,28,27.3,81,14,34.7,29.47425,-81.2429722222222,communications-tower-11,
"FLAGSTAFF RADIO, INC.",E201143,SESREG2018102506500,current,,REG,,FES,KAFF Studio,WW-1      ,1,1117 W. Route 66,,Flagstaff,USA,AZ,86001,35,11,20.73,111,39,54.81,35.1890916666667,-111.665225,communications-tower-11,
Fletcher Smith and Associates,E201073,SESREG2018101606431,current,,REG,,FES,ACTV Headend,Patriot   ,3,210 Frank Edwards Road,,West Jefferson,Ashe,NC,28694,36,20,27.7,81,31,54.9,36.3410277777778,-81.5319166666667,communications-tower-11,
Flinn Broadcasting Corporation,E191653,SESREG2018101505281,current,,REG,,FES,1,1,3,7401 Yale Rd,,Bartlett,Memphis,TN,38134,35,12,36.5,89,49,1.9,35.2101388888889,-89.8171944444444,communications-tower-11,
Flinn Broadcasting Corporation,E191654,SESREG2018101505282,current,,REG,,FES,1,1,2,6080 Mt. Moriah Rd Ext,,Shelby,Shelby,TN,38115,35,4,21,89,51,40.7,35.0725,-89.8613055555555,communications-tower-11,
Flinn Broadcasting Corporation,E191654,SESREG2018101505282,current,,REG,,FES,1,2,1,6080 Mt. Moriah Rd Ext,,Shelby,Shelby,TN,38115,35,4,21,89,51,40.7,35.0725,-89.8613055555555,communications-tower-11,
Flinn Broadcasting Corporation,E191655,SESREG2018101505283,current,,REG,,FES,1,1,1,20599 Midway Rd,,Terry,Hinds,TN,39170,32,3,13,90,20,23,32.0536111111111,-90.3397222222222,communications-tower-11,
Flinn Broadcasting Corporation,E191655,SESREG2018101505283,current,,REG,,FES,1,2,1,20599 Midway Rd,,Terry,Hinds,TN,39170,32,3,13,90,20,23,32.0536111111111,-90.3397222222222,communications-tower-11,
Flinn Broadcasting Corporation,E191656,SESREG2018101505284,current,,REG,,FES,1,1,3,619 County Road 1 North,,Jones,Autauga,AL,36749,32,32,26.2,86,50,34,32.5406111111111,-86.8427777777778,communications-tower-11,
"Flood Broadcasting, Inc.",E200334,SESREG2018101405632,current,,REG,,FES,Site 1,ANT 1     ,1,911 Central Ave.,,Nebraska City,Otoe,NE,68410,40,40,34.6,95,51,26.9,40.6762777777778,-95.8574722222222,communications-tower-11,
Flood Communications of Beatrice LLC,E200312,SESREG2018101305610,current,,REG,,FES,Site 1,ANT1      ,1,200 Sherman Street,,Beatrice,Gage,NE,68310,40,15,51.05,96,46,28.4,40.2641805555556,-96.7745555555556,communications-tower-11,
Flood Communications of Beatrice LLC,E200335,SESREG2018101405633,current,,REG,,FES,Site 1 KUTT,ANT 1     ,1,414 4th St.,,Fairbury,Jefferson,NE,68352,40,8,4.7,97,10,49.6,40.1346388888889,-97.1804444444445,communications-tower-11,
Florida Gulf Coast University,E180154,SESREG2018050200461,current,,REG,,FES,1,1,1,10501 FGCU Blvd S,,Fort Myers,Lee,FL,33965,26,27,55.4,81,46,33.3,26.4653888888889,-81.7759166666667,communications-tower-11,
"Florida Talk Radio, LLC",E200503,SESREG2018102305811,current,,REG,,FES,WSRQ,AMC-8     ,1,3679 Webber St,,Sarasota,Sarasota,FL,34232,27,18,31,82,29,46,27.3086111111111,-82.4961111111111,communications-tower-11,
"FM 105, Inc.",E200686,SESREG2018101505993,current,,REG,,FES,1,1,1,1399 US-24,,Moberly,Randolph,MO,65270,39,26,52.5,92,24,39,39.4479166666667,-92.4108333333333,communications-tower-11,
"FM Radio Licenses, LLC",E190273,SESREG2018082203967,current,,REG,,FES,1,1,1,900 Water Street,,Meadville,Crawford,PA,16335,41,38,21.7,80,9,18.6,41.6393611111111,-80.1551666666667,communications-tower-11,
"FM Radio Licenses, LLC",E190274,SESREG2018082203968,current,,REG,,FES,1,1,1,219 Savannah Gardner Road,,New Castle,Lawrence,PA,15905,40,57,14.2,80,19,4.8,40.9539444444444,-80.318,communications-tower-11,
"FM Radio Licenses, LLC",E190274,SESREG2018082203968,current,,REG,,FES,1,2,1,219 Savannah Gardner Road,,New Castle,Lawrence,PA,15905,40,57,14.2,80,19,4.8,40.9539444444444,-80.318,communications-tower-11,
"FM Radio Licenses, LLC",E190276,SESREG2018082203970,current,,REG,,FES,1,1,1,2551 Park Center Blvd.,,State college,Centre,PA,16801,40,46,8.9,77,53,0.2,40.7691388888889,-77.8833888888889,communications-tower-11,
"FM Radio Licenses, LLC",E190279,SESREG2018082203973,current,,REG,,FES,1,1,1,109 Plaza Drive,,Johnstown,Cambria,PA,15905,40,19,24.34,78,57,18.2,40.3234277777778,-78.9550555555556,communications-tower-11,
"FM Radio Licenses, LLC",E190279,SESREG2018082203973,current,,REG,,FES,1,2,1,109 Plaza Drive,,Johnstown,Cambria,PA,15905,40,19,24.34,78,57,18.2,40.3234277777778,-78.9550555555556,communications-tower-11,
"FM Radio Licenses, LLC",E190280,SESREG2018082203974,current,,REG,,FES,1,1,1,2 Robinson Plaza,Suite 410,Pittsburgh,Allegheny,PA,15205,40,26,56.04,80,9,54.86,40.4489,-80.1652388888889,communications-tower-11,
"FM Radio Licenses, LLC",E190281,SESREG2018082203975,current,,REG,,FES,1,1,1,123 Blaine Road,,Brownsville,Washington,PA,15417,40,2,35.98,79,54,16.56,40.0433277777778,-79.9046,communications-tower-11,
"FM Radio Licenses, LLC",E190282,SESREG2018082203976,current,,REG,,FES,1,1,1,275 Radio Road,,Hanover,York,PA,17342,39,49,8.76,77,0,20.1,39.8191,-77.0055833333333,communications-tower-11,
"FM Radio Licenses, LLC",E190282,SESREG2018082203976,current,,REG,,FES,1,2,1,275 Radio Road,,Hanover,York,PA,17342,39,49,8.76,77,0,20.1,39.8191,-77.0055833333333,communications-tower-11,
"FM Radio Licenses, LLC",E190283,SESREG2018082203977,current,,REG,,FES,1,1,1,56325 High Ridge Road,,Bellaire,Belmont,OH,43906,40,2,9,80,46,16,40.0358333333333,-80.7711111111111,communications-tower-11,
"FM Radio Licenses, LLC",E190283,SESREG2018082203977,current,,REG,,FES,1,2,1,56325 High Ridge Road,,Bellaire,Belmont,OH,43906,40,2,9,80,46,16,40.0358333333333,-80.7711111111111,communications-tower-11,
"FM Radio Licenses, LLC",E190284,SESREG2018082203978,current,,REG,,FES,1,1,1,One Forever Drive,,Hollidaysburg,Blair,PA,16648,40,27,20.57,78,23,45.95,40.4557138888889,-78.3960972222222,communications-tower-11,
"FM Radio Licenses, LLC",E190284,SESREG2018082203978,current,,REG,,FES,1,2,1,One Forever Drive,,Hollidaysburg,Blair,PA,16648,40,27,20.57,78,23,45.95,40.4557138888889,-78.3960972222222,communications-tower-11,
"FM Radio Licenses, LLC",E190285,SESREG2018082203979,current,,REG,,FES,1,1,1,306 Port Street,,Easton,Talbot,MD,21601,38,46,15.5,76,4,54.68,38.7709722222222,-76.0818555555556,communications-tower-11,
"FM Radio Licenses, LLC",E190286,SESREG2018082203980,current,,REG,,FES,1,1,1,350 Byrd Avenue,,Cumberland,Maryland,PA,21502,39,38,45.7,78,45,6.5,39.6460277777778,-78.7518055555556,communications-tower-11,
"FM Radio Licenses, LLC",E190472,SESREG2018093004165,current,,REG,,FES,1,WXCY      ,1,707 Revolution Street,(WXCY),Havre de Grace,Hartford,MD,21078,39,32,37.95,75,5,44.35,39.543875,-75.0956527777778,communications-tower-11,
"FM Radio Licenses, LLC",E190473,SESREG2018093004166,current,,REG,,FES,1,Wilmngton3,1,2727 Shipley Road,(Wilmngton 3),Wilmington,New Castle,MD,19810,39,48,59.28,75,31,48.33,39.8164666666667,-75.5300916666667,communications-tower-11,
"FM Radio Licenses, LLC",E190474,SESREG2018093004167,current,,REG,,FES,1,Wilmingtn1,1,2727 Shipley Road,(Wilmington #1),Wilmington,New Castle,DE,19810,39,48,59.63,75,31,47.43,39.8165638888889,-75.5298416666667,communications-tower-11,
"FM Radio Licenses, LLC",E190475,SESREG2018093004168,current,,REG,,FES,1,Wilmingtn2,1,2727 Shipley Road,(Wilmngton 2),Wilmington,New Castle,MD,19817,39,48,58.68,75,31,49.02,39.8163,-75.5302833333333,communications-tower-11,
"FM Radio Licenses, LLC",E190476,SESREG2018101504169,current,,REG,,FES,1,Milford 1 ,1,1666 Blairs Pond Rd.,(Milford 1 (Main)),Milford,Kent,DE,19963,38,55,41,75,29,20,38.9280555555556,-75.4888888888889,communications-tower-11,
"FM Radio Licenses, LLC",E190477,SESREG2018101504170,current,,REG,,FES,1,MifordAux ,1,1666 Blairs Pond Rd.,(Milford2 Aux),Milford,Kent,DE,19963,38,55,41,75,29,20,38.9280555555556,-75.4888888888889,communications-tower-11,
"FM Radio Licenses, LLC",E190863,SESREG2018101104512,current,,REG,,FES,Site 1,1,1,440 Rebecca street,,Lebanon,Lebanon,PA,17046,40,21,34.3,76,27,34,40.3595277777778,-76.4594444444444,communications-tower-11,
Focus On The Family,E181570,SESREG2018071702453,current,,REG,,FES,Site 1,ANT-1     ,1,8605 Explorer Drive,,Colorado Springs,El Paso,CO,80920,38,57,49.7,104,47,18.5,38.9638055555556,-104.788472222222,communications-tower-11,
Focus On The Family,E181570,SESREG2018071702453,current,,REG,,FES,Site 1,ANT-2     ,1,8605 Explorer Drive,,Colorado Springs,El Paso,CO,80920,38,57,49.7,104,47,18.5,38.9638055555556,-104.788472222222,communications-tower-11,
Fond du Lac Band of Lake Superior Chippewa,E190245,SESREG2018101103941,current,,REG,,FES,1,WGZS Dish ,2,49 University Road,(WGZS Studio),Cloquet,Carlton,MN,55720,46,42,38.6,92,30,46.4,46.7107222222222,-92.5128888888889,communications-tower-11,
Fond du Lac Band of Lake Superior Chippewa,E191644,SESREG2018101105272,current,,REG,,FES,1,1,1,1104 Cloquet Ave,,Cloquet,Carlton,MN,55720,46,43,16.7,92,27,8.2,46.7213055555556,-92.4522777777778,communications-tower-11,
"Foothills Radio Group, LLC",E180526,SESREG2018052400955,current,,REG,,FES,1,1,1,827 Fairview Dr SW,,Lenoir,Caldwell,NC,28645,35,53,33.48,81,33,30.54,35.8926333333333,-81.5584833333333,communications-tower-11,
"Foothills Rural Telephone Coop. Corp., Inc.",E200394,SESREG2018101505705,current,,REG,,FES,Staffordsville,NE        ,1,1621 KY RT 40W,,Staffordsville,Johnson,KY,41256,37,49,44.54,82,51,7.06,37.8290388888889,-82.8519611111111,communications-tower-11,
"Foothills Rural Telephone Coop. Corp., Inc.",E200394,SESREG2018101505705,current,,REG,,FES,Staffordsville,NEE       ,1,1621 KY RT 40W,,Staffordsville,Johnson,KY,41256,37,49,44.54,82,51,7.06,37.8290388888889,-82.8519611111111,communications-tower-11,
"Foothills Rural Telephone Coop. Corp., Inc.",E200394,SESREG2018101505705,current,,REG,,FES,Staffordsville,NM        ,1,1621 KY RT 40W,,Staffordsville,Johnson,KY,41256,37,49,44.54,82,51,7.06,37.8290388888889,-82.8519611111111,communications-tower-11,
"Foothills Rural Telephone Coop. Corp., Inc.",E200394,SESREG2018101505705,current,,REG,,FES,Staffordsville,NW        ,1,1621 KY RT 40W,,Staffordsville,Johnson,KY,41256,37,49,44.54,82,51,7.06,37.8290388888889,-82.8519611111111,communications-tower-11,
"Foothills Rural Telephone Coop. Corp., Inc.",E200394,SESREG2018101505705,current,,REG,,FES,Staffordsville,SEE       ,1,1621 KY RT 40W,,Staffordsville,Johnson,KY,41256,37,49,44.54,82,51,7.06,37.8290388888889,-82.8519611111111,communications-tower-11,
"Forbis  Communications,Inc.",E181166,SESREG2018062601902,current,,REG,,FES,1,1,1,1130 South Dixie,,Horse Cave,Hart,KY,42749,37,9,52.7,85,55,4.5,37.1646388888889,-85.9179166666667,communications-tower-11,
Fordham University,E040273,SESRWL2019051600587,current,,RWL,,FES,1,1,1,441 EAST FORDHAM RD (WFUV-FM),"KEATING HALL, ROOM 303",BRONX,BRONX,NY,10458,40,51,37,73,53,1.5,40.8602777777778,-73.88375,communications-tower-11,
"Forever Communications, Inc.",E180629,SESREG2018060801118,current,,REG,,FES,1,ANT 1     ,2,1919 Scottsville Road,(Forever BG),Bowling Green,Warren,KY,42104,36,57,46.88,86,25,54.64,36.9630222222222,-86.4318444444445,communications-tower-11,
"Forever Communications, Inc.",E180758,SESREG2018060801355,current,,REG,,FES,1,1,1,1500 Diuguid Drive,,Murray,Calloway,KY,42071,36,38,4.06,88,19,11.42,36.6344611111111,-88.3198388888889,communications-tower-11,
"Forever South Licenses, LLC",E180813,SESREG2018061201422,current,,REG,,FES,1,ANT 1     ,1,1729 Nailing Drive,,Union City,Obion,TN,38261,36,25,39.58,89,2,5.14,36.4276611111111,-89.0347611111111,communications-tower-11,
"Forever South Licenses, LLC",E180814,SESREG2018061201423,current,,REG,,FES,1,ANT 1     ,1,122 Radio Road,,Jackson,Madison,TN,38301,35,38,48.6,88,49,58.4,35.6468333333333,-88.8328888888889,communications-tower-11,
"Forever South Licenses, LLC",E201787,SESREG2018102907194,current,,REG,,FES,WTPR Paris,ANT 1     ,1,216 North Poplar Street,,Paris,Henry,TN,38242,36,18,12.07,88,19,32.49,36.3033527777778,-88.3256916666667,communications-tower-11,
"Forrest City Broadcasting, Inc.",E200734,SESREG2018101506041,current,,REG,,FES,Site 1,ANT1      ,1,501 East Broadway,501 East Broadway,Forrest City,5,AR,72335,35,0,33.78,90,47,6.7,35.0093833333333,-90.7851944444444,communications-tower-11,
Fort Myers Broadcasting Company,E180121,SESREG2018042500419,current,,REG,,FES,"26395.2n,81 51 21.5",1,1,2824 Palm Beach Blvd,,Fort Myers,Lee,FL,33916,26,39,5.2,81,51,21.5,26.6514444444444,-81.8559722222222,communications-tower-11,
Fort Myers Broadcasting Company,E180121,SESREG2018042500419,current,,REG,,FES,"26395.2n,81 51 21.5",2,1,2824 Palm Beach Blvd,,Fort Myers,Lee,FL,33916,26,39,5.2,81,51,21.5,26.6514444444444,-81.8559722222222,communications-tower-11,
Fort Myers Broadcasting Company,E180145,SESREG2018042500451,current,,REG,,FES,1,1,1,2824 Palm Beach Blvd,,Fort Myers,Lee,FL,33916,26,39,5.2,81,51,21.5,26.6514444444444,-81.8559722222222,communications-tower-11,
"Fort Randall Cable Systems, Inc",E201400,SESREG2018101706777,current,,REG,,FES,Tripp South Dakota,Tripp     ,1,807 S Main St.,,Tripp,Hutchinson,SD,57376,43,21,49,97,9,60,43.3636111111111,-97.1666666666667,communications-tower-11,
"Fort Stockton Radio Co., Inc.",E200875,SESREG2018101606187,current,,REG,,FES,1,1,1,954 S US Hwy 385,,Fort Stockton,Pecos,TX,79735,30,52,35.76,102,53,30.11,30.8766,-102.891697222222,communications-tower-11,
"Fort Wayne Catholic Radio Group, Inc",E200973,SESREG2018101606309,current,,REG,,FES,Redeemer Studios,ant3      ,1,4618 East State Blvd,Suite 200,Fort Wayne,Allen,IN,46815,41,9,39,85,8,35,41.1608333333333,-85.1430555555556,communications-tower-11,
"Forte Family Broadcasting, Inc.",E191317,SESREG2018100804945,current,,REG,,FES,1,1,1,96 Magee Avenue,,Stamford,Fairfield,CT,6901,41,2,49.3,73,31,34.4,41.0470277777778,-73.5262222222222,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 1,Dish 1    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,14,96,47,33,46.8705555555556,-96.7925,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 2,Dish 2    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,14,96,47,33,46.8705555555556,-96.7925,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 3,Dish 3    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,14,96,47,32,46.8705555555556,-96.7922222222222,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 4,Dish 4    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,14,96,47,32,46.8705555555556,-96.7922222222222,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 5,Dish 5    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,14,96,47,31,46.8705555555556,-96.7919444444444,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 6,Dish 6    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,14,96,47,31,46.8705555555556,-96.7919444444444,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 7,Dish 7    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,14,96,47,31,46.8705555555556,-96.7919444444444,communications-tower-11,
Forum Communications Company,E180381,SESREG2018051700770,current,,REG,,FES,Dish 8,Dish 8    ,1,301 8th Street South,,Fargo,Cass,ND,58103,46,52,16,96,47,31,46.8711111111111,-96.7919444444444,communications-tower-11,
Forum Communications Inc.,E180435,SESREG2018051600850,current,,REG,,FES,1,1,1,706 E. Allegan Street,,Otsego,Otsego,MI,49708,42,27,16,85,41,13,42.4544444444445,-85.6869444444444,communications-tower-11,
Four Corners Broadcasting LLC,E201680,SESREG2018101707078,current,,REG,,FES,FCB1,FCB1      ,1,190 Turner Drive,,Durango,La Plata,CO,81303,37,14,19,107,52,35.17,37.2386111111111,-107.876436111111,communications-tower-11,
